ref_id,marferret_name,tax_id,lineage,candidate_id,data_type,data_source,pub_year,source_filename,seq_type,n_seqs_raw,aa_fasta,source_name,alias,source_reference,source_link,ref_link,ref_doi
69,Asterionellopsis_glacialis,33640,diatom,308,TSA,MMETSP,2014,MMETSP0707.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27787,308_Asterionellopsis_glacialis.faa,"Asterionellopsis glacialis, Strain CCMP134",MMETSP0707,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
70,Asterionellopsis_glacialis,33640,diatom,309,TSA,MMETSP,2014,MMETSP0708.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18079,309_Asterionellopsis_glacialis.faa,"Asterionellopsis glacialis, Strain CCMP134",MMETSP0708,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
71,Asterionellopsis_glacialis,33640,diatom,310,TSA,MMETSP,2014,MMETSP0713.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24519,310_Asterionellopsis_glacialis.faa,Asterionellopsis glacialis,MMETSP0713,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
72,Thalassionema_nitzschioides,33649,diatom,311,TSA,MMETSP,2014,MMETSP0156.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29470,311_Thalassionema_nitzschioides.faa,"Thalassionema nitzschioides, Strain L26-B",MMETSP0156,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
73,Thalassionema_nitzschioides,33649,diatom,312,TSA,MMETSP,2014,MMETSP0158.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29492,312_Thalassionema_nitzschioides.faa,"Thalassionema nitzschioides, Strain L26-B",MMETSP0158,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
74,Thalassionema_nitzschioides,33649,diatom,313,TSA,MMETSP,2014,MMETSP0693.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,5369,313_Thalassionema_nitzschioides.faa,"Thalassionema nitzschioides, Strain Unknown",MMETSP0693,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
75,Bicosoecid_sp_CB-2014,1486930,stramenopile,314,TSA,MMETSP,2014,MMETSP0115.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37341,314_Bicosoecid_sp_CB-2014.faa,"Bicosoecid sp, Strain ms1",MMETSP0115,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
76,Cafeteria_sp,2621217,stramenopile,315,TSA,MMETSP,2014,MMETSP1104.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36562,315_Cafeteria_sp.faa,"Cafeteria sp., Strain Caron Lab Isolate",MMETSP1104,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
77,Cafeteria_roebergensis,33653,stramenopile,316,TSA,MMETSP,2014,MMETSP0942.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36850,316_Cafeteria_roebergensis.faa,Cafeteria roebergensis E4-10,MMETSP0942,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
78,Phaeocystis_sp_CCMP2710,1411682,haptophyte,317,TSA,MMETSP,2014,MMETSP1162.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36064,317_Phaeocystis_sp_CCMP2710.faa,Phaeocystis Sp CCMP2710,MMETSP1162,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
79,Phaeocystis_rex,1631189,haptophyte,318,TSA,MMETSP,2014,MMETSP1178.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19510,318_Phaeocystis_rex.faa,unid sp CCMP2000,MMETSP1178,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
80,Phaeocystis_antarctica,33657,haptophyte,319,TSA,MMETSP,2014,MMETSP1100.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,74670,319_Phaeocystis_antarctica.faa,"Phaeocystis antarctica, Strain Caron Lab Isolate",MMETSP1100,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
81,Phaeocystis_antarctica,33657,haptophyte,320,TSA,MMETSP,2014,MMETSP1444.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33956,320_Phaeocystis_antarctica.faa,"Phaeocystis antarctica, Strain CCMP1374",MMETSP1444,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
82,Thalassiosira_sp,1891026,diatom,322,TSA,MMETSP,2014,MMETSP1059.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23610,322_Thalassiosira_sp.faa,Thalassiosira sp. (freshwater),MMETSP1059,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
83,Thalassiosira_sp,1891026,diatom,323,TSA,MMETSP,2014,MMETSP1071.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40520,323_Thalassiosira_sp.faa,Thalassiosira sp.,MMETSP1071,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
84,Pelagomonas_calceolata,35677,ochrophyte,324,TSA,MMETSP,2014,MMETSP1328.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27950,324_Pelagomonas_calceolata.faa,Pelagomonas calceolata RCC969,MMETSP1328,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
85,Pelagomonas_calceolata,35677,ochrophyte,325,TSA,MMETSP,2014,MMETSP0886.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24751,325_Pelagomonas_calceolata.faa,"Pelagomonas calceolata , Strain CCMP1756",MMETSP0886,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
86,Pelagomonas_calceolata,35677,ochrophyte,326,TSA,MMETSP,2014,MMETSP0887.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27554,326_Pelagomonas_calceolata.faa,"Pelagomonas calceolata , Strain CCMP1756",MMETSP0887,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
87,Pelagomonas_calceolata,35677,ochrophyte,327,TSA,MMETSP,2014,MMETSP0888.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31222,327_Pelagomonas_calceolata.faa,"Pelagomonas calceolata , Strain CCMP1756",MMETSP0888,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
88,Pelagomonas_calceolata,35677,ochrophyte,328,TSA,MMETSP,2014,MMETSP0889.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27012,328_Pelagomonas_calceolata.faa,"Pelagomonas calceolata , Strain CCMP1756",MMETSP0889,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
89,Pelagococcus_subviridis,35679,ochrophyte,329,TSA,MMETSP,2014,MMETSP0882.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44084,329_Pelagococcus_subviridis.faa,"Pelagococcus subviridis, Strain CCMP1429",MMETSP0882,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
90,Pelagococcus_subviridis,35679,ochrophyte,330,TSA,MMETSP,2014,MMETSP0883.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40811,330_Pelagococcus_subviridis.faa,"Pelagococcus subviridis, Strain CCMP1429",MMETSP0883,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
91,Pelagococcus_subviridis,35679,ochrophyte,331,TSA,MMETSP,2014,MMETSP0884.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41903,331_Pelagococcus_subviridis.faa,"Pelagococcus subviridis, Strain CCMP1429",MMETSP0884,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
92,Pelagococcus_subviridis,35679,ochrophyte,332,TSA,MMETSP,2014,MMETSP0885.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44427,332_Pelagococcus_subviridis.faa,"Pelagococcus subviridis, Strain CCMP1429",MMETSP0885,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
93,Pseudopedinella_elastica,35684,ochrophyte,333,TSA,MMETSP,2014,MMETSP1068.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,59281,333_Pseudopedinella_elastica.faa,Pseudopedinella elastica,MMETSP1068,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
94,Dictyocha_speculum,35687,ochrophyte,335,TSA,MMETSP,2014,MMETSP1174.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,45298,335_Dictyocha_speculum.faa,"Dictyocha speculum, Strain CCMP1381",MMETSP1174,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
95,Paraphysomonas_bandaiensis,89770,ochrophyte,338,TSA,MMETSP,2014,MMETSP1103.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22357,338_Paraphysomonas_bandaiensis.faa,"Paraphysomonas bandaiensis, Strain Caron Lab Isolate",MMETSP1103,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
96,Paraphysomonas_vestita,36770,ochrophyte,339,TSA,MMETSP,2014,MMETSP1107.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21284,339_Paraphysomonas_vestita.faa,"Paraphysomonas vestita, Strain GFlagA",MMETSP1107,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
97,Pyramimonas_obovata,1411642,chlorophyte,340,TSA,MMETSP,2014,MMETSP1169.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31781,340_Pyramimonas_obovata.faa,Pyramimonas obovata CCMP722,MMETSP1169,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
98,Polyblepharides_amylifera,1486889,chlorophyte,341,TSA,MMETSP,2014,MMETSP1081.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29270,341_Polyblepharides_amylifera.faa,"Pyramimonas amylifera, Strain CCMP720",MMETSP1081,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
99,Pyramimonas_parkeae,36894,chlorophyte,342,TSA,MMETSP,2014,MMETSP0059.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35059,342_Pyramimonas_parkeae.faa,Pyramimonas parkeae CCMP726,MMETSP0059,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
100,Pyramimonas_sp,36898,chlorophyte,343,TSA,MMETSP,2014,MMETSP1445.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29121,343_Pyramimonas_sp.faa,"Pyramimonas sp., Strain CCMP2087",MMETSP1445,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
101,Isochrysis_sp,40639,haptophyte,344,TSA,MMETSP,2014,MMETSP1090.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42228,344_Isochrysis_sp.faa,"Isochrysis sp, Strain CCMP1244",MMETSP1090,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
102,Isochrysis_sp,40639,haptophyte,345,TSA,MMETSP,2014,MMETSP1388.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63175,345_Isochrysis_sp.faa,"Isochrysis sp, Strain CCMP1244",MMETSP1388,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
103,Isochrysis_galbana,37099,haptophyte,346,TSA,MMETSP,2014,MMETSP0595.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33127,346_Isochrysis_galbana.faa,"Isochrysis galbana, Strain CCMP 1323",MMETSP0595,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
104,Isochrysis_galbana,37099,haptophyte,347,TSA,MMETSP,2014,MMETSP0943.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37974,347_Isochrysis_galbana.faa,"Isochrysis galbana, Strain CCMP1323",MMETSP0943,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
105,Pseudo-nitzschia_pungens_cingulata,2202556,diatom,349,TSA,MMETSP,2014,MMETSP1060.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32212,349_Pseudo-nitzschia_pungens_cingulata.faa,Pseudo-nitzschia pungens cf. cingulata (GGA1),MMETSP1060,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
106,Pseudo-nitzschia_pungens_pungens,1001703,diatom,350,TSA,MMETSP,2014,MMETSP1061.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33990,350_Pseudo-nitzschia_pungens_pungens.faa,Pseudo-nitzschia pungens cf. pungens (GGC3),MMETSP1061,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
107,Rosalina_sp,2695917,rhizaria,351,TSA,MMETSP,2014,MMETSP0190.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,55485,351_Rosalina_sp.faa,Rosalina sp.,MMETSP0190,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
108,Paraphysomonas_imperforata,37642,ochrophyte,352,TSA,MMETSP,2014,MMETSP0103.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34676,352_Paraphysomonas_imperforata.faa,Paraphysomonas Paraphysomonas imperforata PA2,MMETSP0103,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
109,Paraphysomonas_imperforata,37642,ochrophyte,353,TSA,MMETSP,2014,MMETSP0104.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26988,353_Paraphysomonas_imperforata.faa,Paraphysomonas Paraphysomonas imperforata PA2,MMETSP0104,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
110,Gloeochaete_witrockiana,38269,glaucophyte,354,TSA,MMETSP,2014,MMETSP0308.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31871,354_Gloeochaete_witrockiana.faa,"Gloeochaete witrockiana, Strain SAG 46.84",MMETSP0308,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
111,Gloeochaete_wittrockiana,38269,glaucophyte,355,TSA,MMETSP,2014,MMETSP1089.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41077,355_Gloeochaete_wittrockiana.faa,"Gloeochaete wittrockiana, Strain SAG46.84",MMETSP1089,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
112,Rhodella_violacea,2801,rhodophyte,356,TSA,MMETSP,2014,MMETSP0167.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26464,356_Rhodella_violacea.faa,"Rhodella maculata, Strain CCMP736",MMETSP0167,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
113,Rhodella_violacea,2801,rhodophyte,357,TSA,MMETSP,2014,MMETSP0314.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23969,357_Rhodella_violacea.faa,"Rhodella maculata, Strain CCMP736",MMETSP0314,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
114,Gephyrocapsa_oceanica,38817,haptophyte,358,TSA,MMETSP,2014,MMETSP1363.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,56465,358_Gephyrocapsa_oceanica.faa,"Gephyrocapsa oceanica, Strain RCC1303",MMETSP1363,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
115,Gephyrocapsa_oceanica,38817,haptophyte,359,TSA,MMETSP,2014,MMETSP1364.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,53969,359_Gephyrocapsa_oceanica.faa,"Gephyrocapsa oceanica, Strain RCC1303",MMETSP1364,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
116,Gephyrocapsa_oceanica,38817,haptophyte,360,TSA,MMETSP,2014,MMETSP1365.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,60491,360_Gephyrocapsa_oceanica.faa,"Gephyrocapsa oceanica, Strain RCC1303",MMETSP1365,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
117,Gephyrocapsa_oceanica,38817,haptophyte,361,TSA,MMETSP,2014,MMETSP1366.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,64591,361_Gephyrocapsa_oceanica.faa,"Gephyrocapsa oceanica, Strain RCC1303",MMETSP1366,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
118,Pteridomonas_danica,38822,ochrophyte,362,TSA,MMETSP,2014,MMETSP0101.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42231,362_Pteridomonas_danica.faa,Pteridomonas Pteridomonas PT,MMETSP0101,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
119,Pteridomonas_danica,38822,ochrophyte,363,TSA,MMETSP,2014,MMETSP0102.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28840,363_Pteridomonas_danica.faa,Pteridomonas Pteridomonas PT,MMETSP0102,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
120,Micromonas_pusilla,38833,chlorophyte,365,TSA,MMETSP,2014,MMETSP1327.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20528,365_Micromonas_pusilla.faa,Micromonas pusilla RCC2306,MMETSP1327,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
121,Micromonas_sp_CCMP1646,1659424,chlorophyte,366,TSA,MMETSP,2014,MMETSP1080.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27917,366_Micromonas_sp_CCMP1646.faa,"Micromonas sp, Strain CCMP1646",MMETSP1080,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
122,Micromonas_sp,2509521,chlorophyte,367,TSA,MMETSP,2014,MMETSP1082.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21869,367_Micromonas_sp.faa,"Micromonas sp., Strain NEPCC29",MMETSP1082,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
123,Micromonas_sp,2509521,chlorophyte,368,TSA,MMETSP,2014,MMETSP1084.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24433,368_Micromonas_sp.faa,"Micromonas sp., Strain RCC472",MMETSP1084,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
124,Micromonas_sp,2509521,chlorophyte,369,TSA,MMETSP,2014,MMETSP1386.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21899,369_Micromonas_sp.faa,"Micromonas sp., Strain NEPCC29",MMETSP1386,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
125,Micromonas_sp,2509521,chlorophyte,370,TSA,MMETSP,2014,MMETSP1387.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24941,370_Micromonas_sp.faa,"Micromonas sp., Strain RCC472",MMETSP1387,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
126,Micromonas_sp_CS222,1659427,chlorophyte,372,TSA,MMETSP,2014,MMETSP1393.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17394,372_Micromonas_sp_CS222.faa,"Micromonas sp, Strain CS-222",MMETSP1393,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
127,Micromonas_sp,2509521,chlorophyte,373,TSA,MMETSP,2014,MMETSP1400.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26030,373_Micromonas_sp.faa,"Micromonas sp., Strain RCC451",MMETSP1400,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
128,Micromonas_pusilla,38833,chlorophyte,374,TSA,MMETSP,2014,MMETSP1401.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26894,374_Micromonas_pusilla.faa,"Micromonas pusilla, Strain CCAC1681",MMETSP1401,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
129,Micromonas_pusilla,38833,chlorophyte,375,TSA,MMETSP,2014,MMETSP1402.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23564,375_Micromonas_pusilla.faa,"Micromonas pusilla, Strain RCC1614",MMETSP1402,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
130,Micromonas_pusilla,38833,chlorophyte,376,TSA,MMETSP,2014,MMETSP1403.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25554,376_Micromonas_pusilla.faa,"Micromonas pusilla, Strain CCMP1723",MMETSP1403,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
131,Micromonas_pusilla,38833,chlorophyte,377,TSA,MMETSP,2014,MMETSP1404.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24716,377_Micromonas_pusilla.faa,"Micromonas pusilla, Strain CCMP494",MMETSP1404,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
